"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.169095993E2,9.002800065E-1,1.879894450E-1,3.256119685E0
1.169195913E2,7.956553383E-1,-1.838715434E-2,2.873190209E0
1.169295823E2,7.636981121E-1,-2.597710338E-1,2.524946417E0
1.169395733E2,7.472603463E-1,-4.342738760E-1,2.233237599E0
1.169495653E2,7.348871995E-1,-5.577378345E-1,2.067724559E0
1.169595563E2,8.036921901E-1,-7.498685700E-1,2.072800527E0
1.169695473E2,9.008349073E-1,-8.943453750E-1,2.119152575E0
1.169795393E2,9.975094818E-1,-9.038210803E-1,2.133223314E0
1.169895303E2,1.147769768E0,-9.156377184E-1,1.945373325E0
1.169995223E2,1.210443807E0,-8.302967289E-1,1.636329852E0
1.170095133E2,1.231130379E0,-6.373918220E-1,1.180473903E0
1.170195043E2,1.214917365E0,-5.078689787E-1,5.658526003E-1
1.170294963E2,1.175324918E0,-3.890968260E-1,-5.940186381E-2
1.170394873E2,1.053996070E0,-2.357565191E-1,-6.483492118E-1
1.170494783E2,9.679292949E-1,-1.416429520E-1,-1.238815666E0
1.170594703E2,8.842886757E-1,-9.654191583E-2,-1.695858015E0
1.170694613E2,8.069468965E-1,-9.239682466E-2,-2.123218728E0
1.170794523E2,6.981788912E-1,-1.037936327E-1,-2.458895100E0
1.170894443E2,5.824399817E-1,-1.407649925E-1,-2.702370236E0
1.170994353E2,4.720318325E-1,-1.953265312E-1,-2.922214435E0
1.171094263E2,3.717737187E-1,-3.130868232E-1,-3.064547943E0
1.171194183E2,2.399336055E-1,-4.275723821E-1,-3.132214846E0
1.171294093E2,1.287552501E-1,-5.390077409E-1,-3.207630479E0
1.171394003E2,-4.515329562E-2,-6.520221403E-1,-3.259954289E0
1.171493923E2,-5.371661603E-2,-7.648625851E-1,-3.160194358E0
1.171593833E2,-1.498263313E-1,-7.898313653E-1,-3.072203118E0
1.171693743E2,-2.534166453E-1,-7.185660857E-1,-2.976581846E0
1.171793663E2,-2.618465213E-1,-7.284961197E-1,-2.873189625E0
1.171893573E2,-3.459386735E-1,-6.381016740E-1,-2.765656405E0
1.171993493E2,-2.859095313E-1,-5.018864000E-1,-2.630440713E0
1.172093403E2,-2.041799466E-1,-4.419638416E-1,-2.363131741E0
1.172193313E2,-1.374254650E-1,-4.376766631E-1,-2.115567062E0
1.172293233E2,-1.291936817E-2,-3.527917564E-1,-1.794910433E0
1.172393143E2,4.884197507E-2,-2.952867293E-1,-1.381401774E0
1.172493053E2,8.131148136E-2,-2.653662345E-1,-1.020279490E0
1.172592973E2,1.646708952E-1,-1.472577408E-1,-6.641729468E-1
1.172692883E2,2.155045050E-1,-6.667696953E-2,-3.124313504E-1
1.172792793E2,1.993210931E-1,3.056895107E-2,-2.162241876E-2
1.172892713E2,1.367026943E-1,1.807622865E-1,1.735693341E-1
1.172992623E2,5.294408008E-2,3.141188568E-1,2.798185050E-1
1.173092533E2,-4.471903936E-2,4.492064953E-1,3.491278911E-1
1.173192453E2,-1.155809251E-1,5.711077854E-1,5.499803334E-1
1.173292363E2,-1.152338654E-1,6.675979534E-1,8.889527804E-1
1.173392273E2,-4.567880499E-2,7.687603390E-1,1.397296845E0
1.173492193E2,9.298783198E-2,8.083141217E-1,1.890888385E0
1.173592103E2,6.728882583E-2,8.543407720E-1,2.175075345E0
1.173692013E2,-6.018494760E-2,9.504140335E-1,2.288912448E0
1.173791933E2,-2.622545656E-1,1.056398326E0,2.126527668E0
1.173891843E2,-6.779649936E-1,1.070648867E0,1.763033168E0
1.173991763E2,-1.214148895E0,1.220022715E0,1.556061614E0
1.174091673E2,-1.455029621E0,1.280268625E0,1.670774045E0
1.174191583E2,-1.476972175E0,1.060368293E0,2.107123098E0
1.174291503E2,-1.233997561E0,9.114990592E-1,2.763905749E0
1.174391413E2,-7.537615000E-1,6.395058829E-1,3.383953267E0
1.174491323E2,-5.559282674E-1,4.199628156E-1,3.546564919E0
1.174591243E2,-6.544895922E-1,4.520862490E-1,3.312876268E0
1.174691160E2,-7.111679692E-1,3.342908737E-1,2.789427091E0
1.174791070E2,-7.551961874E-1,1.224708089E-1,2.180255393E0
1.174890990E2,-7.954503934E-1,9.676966488E-2,1.708932390E0
1.174990900E2,-7.055712336E-1,4.320273757E-2,1.398287948E0
1.175090810E2,-5.903543343E-1,-1.281124949E-1,1.220357761E0
1.175190730E2,-6.762166031E-1,-1.593225932E-1,1.133645307E0
1.175290640E2,-7.338162088E-1,-2.480304095E-1,1.083281484E0
1.175390560E2,-7.367144544E-1,-4.810600796E-1,9.904703844E-1
1.175490470E2,-6.801168421E-1,-6.117307314E-1,8.757029897E-1
1.175590380E2,-6.030531345E-1,-7.469844308E-1,7.121370721E-1
1.175690300E2,-5.299369553E-1,-8.237589571E-1,3.823745745E-1
1.175790210E2,-5.274236027E-1,-8.700896627E-1,-6.974441886E-2
1.175890120E2,-5.323909951E-1,-8.918167466E-1,-5.035130954E-1
1.175990040E2,-5.347200508E-1,-8.715157986E-1,-9.023183459E-1
1.176089950E2,-4.877932581E-1,-8.675598648E-1,-1.288241596E0
1.176189860E2,-4.091202140E-1,-8.774694335E-1,-1.645470219E0
1.176289780E2,-2.952016889E-1,-8.939042026E-1,-1.872544500E0
1.176389690E2,-1.778115622E-1,-9.241392776E-1,-2.071833397E0
1.176489600E2,-4.054534251E-2,-9.650654018E-1,-2.268313876E0
1.176589520E2,-4.291626512E-2,-9.260270512E-1,-2.486175284E0
1.176689430E2,-2.841500356E-2,-8.759207985E-1,-2.620688142E0
1.176789340E2,2.383210440E-2,-8.483193094E-1,-2.696336494E0
1.176889260E2,-7.336214600E-2,-7.422727445E-1,-2.668686765E0
1.176989170E2,-9.404130838E-2,-5.939932027E-1,-2.551680472E0
1.177089080E2,-8.965828121E-2,-5.075772026E-1,-2.418636435E0
1.177189000E2,-5.134935707E-2,-4.275431460E-1,-2.317795354E0
1.177288910E2,-2.407776054E-2,-2.781573111E-1,-2.183927445E0
1.177388820E2,5.211796900E-3,-2.000393870E-1,-2.042725958E0
1.177488740E2,5.813111310E-2,-2.027560034E-1,-1.940599658E0
1.177588650E2,7.715304209E-2,-1.529234004E-1,-1.784105363E0
1.177688570E2,6.321848308E-2,-1.669321597E-2,-1.600229727E0
1.177788480E2,8.584297299E-2,4.636520416E-2,-1.443529025E0
1.177888390E2,4.004028012E-2,8.215688825E-2,-1.280628521E0
1.177988310E2,-8.014138956E-2,2.592672962E-1,-1.134677925E0
1.178088220E2,-1.429961804E-1,3.272242212E-1,-9.584112704E-1
1.178188130E2,-1.790212963E-1,3.654109249E-1,-7.619641203E-1
1.178288050E2,-2.052647148E-1,5.002167276E-1,-4.400368917E-1
1.178387960E2,-1.204143615E-1,4.778692541E-1,-6.606067300E-2
1.178487870E2,7.087873301E-2,4.149201769E-1,3.827242380E-1
1.178587790E2,1.674611500E-1,4.276147744E-1,7.989547759E-1
1.178687700E2,2.926948414E-1,4.081862310E-1,1.226042424E0
1.178787610E2,3.926507271E-1,4.501680699E-1,1.625927655E0
1.178887530E2,4.266473891E-1,5.722655341E-1,1.893996180E0
1.178987440E2,4.377618863E-1,7.846931246E-1,2.154475020E0
1.179087350E2,4.752532098E-1,9.704021555E-1,2.324475798E0
1.179187270E2,6.364525399E-1,1.073058505E0,2.472377025E0
1.179287180E2,9.065325804E-1,1.108021638E0,2.687735240E0
1.179387090E2,1.119516972E0,1.071482388E0,2.862193351E0
1.179487010E2,1.277047978E0,9.739324120E-1,2.997385654E0
1.179586920E2,1.343232028E0,8.141812178E-1,3.058721777E0
1.179686840E2,1.367074926E0,5.244291705E-1,3.124978332E0
1.179786750E2,1.394851247E0,1.587349480E-1,3.120470713E0
1.179886660E2,1.359330582E0,-2.216419253E-1,2.982368835E0
1.179986580E2,1.190691912E0,-5.420260736E-1,2.648481127E0
1.180086490E2,8.859335706E-1,-7.398824027E-1,2.137521018E0
1.180186400E2,6.845022538E-1,-8.995499817E-1,1.655956031E0
1.180286320E2,5.221638861E-1,-9.787914482E-1,1.195395997E0
1.180386230E2,3.557392647E-1,-8.961162043E-1,8.048733276E-1
1.180486140E2,2.899627664E-1,-7.618875217E-1,5.751818329E-1
1.180586060E2,2.827843590E-1,-7.020696285E-1,4.087063408E-1
1.180685970E2,3.049049240E-1,-6.244835088E-1,2.445855224E-1
1.180785880E2,3.029027643E-1,-5.480989918E-1,3.991484821E-2
1.180885800E2,3.055940184E-1,-4.804899761E-1,-1.584414178E-1
1.180985710E2,2.632287117E-1,-4.180425900E-1,-4.747026944E-1
1.181085620E2,1.831103821E-1,-3.902554518E-1,-8.511388367E-1
1.181185540E2,9.452667296E-2,-3.745156243E-1,-1.261600512E0
1.181285450E2,-2.291121818E-3,-4.068086269E-1,-1.681021875E0
1.181385360E2,-8.598569987E-2,-4.247464228E-1,-2.121205532E0
1.181485280E2,-1.239403969E-1,-4.931869125E-1,-2.569855957E0
1.181585190E2,-1.906536740E-1,-5.472628400E-1,-2.946755199E0
1.181685110E2,-2.358423636E-1,-5.628000614E-1,-3.269560679E0
1.181785020E2,-2.786092460E-1,-5.689185879E-1,-3.541462639E0
1.181884930E2,-2.979389350E-1,-5.983289132E-1,-3.632624239E0
1.181984850E2,-3.029263907E-1,-6.170733324E-1,-3.591579124E0
1.182084760E2,-2.595381685E-1,-5.118792915E-1,-3.416763164E0
1.182184670E2,-2.056688305E-1,-4.798225164E-1,-3.177631924E0
1.182284590E2,-9.884712579E-2,-4.773377421E-1,-2.869321691E0
1.182384500E2,-5.705510208E-2,-3.942119703E-1,-2.524588568E0
1.182484410E2,-2.244472001E-2,-3.077468535E-1,-2.218840585E0
1.182584330E2,-3.851890770E-2,-2.591459665E-1,-1.978179713E0
1.182684240E2,-4.187011144E-2,-2.081488904E-1,-1.701283062E0
1.182784150E2,5.494252591E-2,-1.341883367E-1,-1.366750406E0
1.182884070E2,1.087824040E-1,-1.865992695E-2,-1.037064507E0
1.182983980E2,1.956265117E-1,9.358293235E-2,-6.554307747E-1
1.183083890E2,2.664714496E-1,2.430395186E-1,-2.986009312E-1
1.183183810E2,3.096368198E-1,3.988578755E-1,7.605473399E-3
1.183283720E2,2.514735973E-1,5.857246551E-1,2.093841147E-1
1.183383630E2,1.398786277E-1,7.073315379E-1,3.483034337E-1
1.183483550E2,-7.532163933E-3,8.591492298E-1,5.300430822E-1
1.183583460E2,-1.381586144E-1,1.052347959E0,7.876918691E-1
1.183683370E2,-1.659262193E-1,1.129388826E0,1.044353646E0
1.183783290E2,-1.182957873E-1,1.150652518E0,1.338687279E0
1.183883200E2,-7.146847039E-2,1.240349099E0,1.611385045E0
1.183983120E2,2.882257048E-3,1.319775337E0,1.890027090E0
1.184083030E2,1.049643549E-1,1.421849011E0,2.116630670E0
1.184182940E2,1.693543505E-1,1.520129012E0,2.224366204E0
1.184282860E2,2.448809530E-1,1.566819614E0,2.245423197E0
1.184382770E2,2.445007195E-1,1.599495317E0,2.160287152E0
1.184482680E2,1.345447976E-1,1.620873030E0,1.924220438E0
1.184582600E2,-2.238033120E-1,1.672639892E0,1.598679045E0
1.184682509E2,-5.707652482E-1,1.701288617E0,1.405123343E0
1.184782419E2,-8.880505550E-1,1.600900695E0,1.382816216E0
1.184882339E2,-1.070275084E0,1.434342172E0,1.574491453E0
1.184982249E2,-1.075778191E0,1.128613485E0,2.084920635E0
1.185082159E2,-9.407371840E-1,6.517060983E-1,2.563381920E0
1.185182079E2,-9.591825181E-1,1.169472367E-1,2.781814016E0
1.185281989E2,-1.157039797E0,-1.679051363E-1,2.721266098E0
1.185381899E2,-1.364830327E0,-4.660686958E-1,2.354589543E0
1.185481819E2,-1.510232892E0,-7.166517073E-1,1.947436223E0
1.185581729E2,-1.584351905E0,-6.639121610E-1,1.560452873E0
1.185681639E2,-1.527419905E0,-5.797178105E-1,1.299606829E0
1.185781559E2,-1.376160038E0,-5.774759880E-1,1.105100954E0
1.185881469E2,-1.300045224E0,-5.702274871E-1,9.817211956E-1
1.185981389E2,-1.259001424E0,-5.312259740E-1,9.328337950E-1
1.186081299E2,-1.175029633E0,-6.161392397E-1,9.073247319E-1
1.186181209E2,-1.061259554E0,-7.310074988E-1,8.042008978E-1
1.186281129E2,-9.392714332E-1,-8.013872176E-1,5.973649997E-1
1.186381039E2,-8.034839561E-1,-8.638024440E-1,2.347370571E-1
1.186480949E2,-6.749210794E-1,-8.626853335E-1,-2.773509800E-1
1.186580869E2,-5.561984088E-1,-8.129234818E-1,-7.888601428E-1
1.186680779E2,-4.566921008E-1,-7.285162926E-1,-1.303756598E0
1.186780689E2,-2.756544104E-1,-7.180582550E-1,-1.783151683E0
1.186880609E2,-1.543493353E-1,-7.691433316E-1,-2.165187119E0
1.186980519E2,-2.088289216E-2,-7.278698829E-1,-2.489585965E0
1.187080429E2,6.299369875E-2,-8.118379462E-1,-2.776587775E0
1.187180349E2,9.093611710E-2,-7.444101942E-1,-2.971079031E0
1.187280259E2,1.457749235E-1,-6.470034751E-1,-3.117543597E0
1.187380169E2,1.816345814E-1,-6.719804415E-1,-3.198019411E0
1.187480089E2,2.026212799E-1,-6.352508640E-1,-3.238552895E0
1.187579999E2,1.925019058E-1,-5.411469448E-1,-3.196260568E0
1.187679909E2,1.434760723E-1,-4.542921111E-1,-3.132530596E0
1.187779829E2,1.342676761E-1,-3.311842480E-1,-3.072164526E0
1.187879739E2,1.042797921E-1,-1.505055767E-1,-3.055834422E0
1.187979649E2,1.110331800E-1,2.602391034E-2,-2.948346226E0
1.188079569E2,1.290784915E-1,1.676548755E-1,-2.667277002E0
1.188179479E2,2.025756534E-1,2.751992047E-1,-2.267309909E0
1.188279399E2,2.419503650E-1,3.572537667E-1,-1.884072286E0
1.188379309E2,2.685744373E-1,4.789606369E-1,-1.429919631E0
1.188479219E2,3.324874462E-1,4.768667489E-1,-8.970394796E-1
1.188579139E2,3.799390630E-1,4.334748539E-1,-4.244400287E-1
1.188679049E2,4.785658402E-1,3.847350955E-1,1.086383432E-1
1.188778959E2,5.812277808E-1,3.302273512E-1,5.654427105E-1
1.188878879E2,6.472117822E-1,3.111981726E-1,9.463543117E-1
1.188978789E2,7.415348259E-1,2.910241091E-1,1.174791579E0
1.189078699E2,8.158496477E-1,3.239337006E-1,1.252001722E0
1.189178619E2,8.272600506E-1,4.493403965E-1,1.221762847E0
1.189278529E2,6.351664449E-1,6.587370828E-1,1.100506212E0
1.189378439E2,4.558528060E-1,8.271041492E-1,1.018272141E0
1.189478359E2,1.788873768E-1,9.759584722E-1,9.385313219E-1
1.189578269E2,8.844279125E-4,1.135331936E0,1.015305263E0
1.189678179E2,-7.632169593E-3,1.069799559E0,1.293012924E0
1.189778099E2,1.878315154E-1,8.499024430E-1,1.870734202E0
1.189878009E2,5.247034780E-1,5.406502238E-1,2.643839607E0
1.189977919E2,8.629529167E-1,1.493846655E-1,3.496281788E0
1.190077839E2,1.076945003E0,-1.602338818E-1,4.141185236E0
1.190177749E2,1.044659821E0,-4.501709935E-1,4.481385598E0
1.190277659E2,1.025597094E0,-7.279113981E-1,4.662852182E0
1.190377579E2,1.080972857E0,-1.009173288E0,4.581944259E0
1.190477489E2,1.177840902E0,-1.119116730E0,4.259949787E0
1.190577399E2,1.074725180E0,-1.039865908E0,3.639183061E0
1.190677319E2,1.009754355E0,-8.044622684E-1,2.905460992E0
1.190777229E2,8.600675350E-1,-5.913368127E-1,2.203233197E0
1.190877149E2,8.559606700E-1,-4.525563651E-1,1.481038914E0
1.190977059E2,7.180764545E-1,-3.959433308E-1,7.920638323E-1
1.191076969E2,6.657780806E-1,-2.091736150E-1,2.945552427E-1
1.191176889E2,7.528611749E-1,-3.044978482E-1,-7.096531749E-2
1.191276799E2,7.759543146E-1,-4.135788256E-1,-3.464019191E-1
1.191376709E2,7.819196440E-1,-3.535627118E-1,-5.267663026E-1
1.191476629E2,9.361650999E-1,-5.853600812E-1,-6.606049758E-1
1.191576539E2,1.085389259E0,-8.161409122E-1,-7.815692496E-1
1.191676449E2,1.119072803E0,-8.846904525E-1,-1.014839825E0
1.191776369E2,1.096533687E0,-9.432023701E-1,-1.381736820E0
1.191876279E2,9.672762340E-1,-9.660652757E-1,-1.749564691E0
1.191976189E2,9.095990065E-1,-1.004110769E0,-2.193439111E0
1.192076109E2,7.106450088E-1,-1.043839676E0,-2.617906621E0
1.192176019E2,5.605164679E-1,-9.139934814E-1,-2.975020055E0
1.192275929E2,4.414474594E-1,-8.444276950E-1,-3.295501267E0
1.192375849E2,3.013816111E-1,-7.694611278E-1,-3.454813920E0
1.192475759E2,2.103283487E-1,-6.369901183E-1,-3.482674733E0
1.192575669E2,8.431453823E-2,-5.687843943E-1,-3.369693078E0
1.192675589E2,2.217147688E-2,-5.328585166E-1,-3.070650097E0
1.192775499E2,-5.869624193E-2,-4.670323169E-1,-2.721036887E0
1.192875409E2,-9.682524998E-2,-4.204685998E-1,-2.461422851E0
1.192975329E2,-1.072197173E-1,-3.680532816E-1,-2.192947360E0
1.193075239E2,-5.095706829E-2,-2.450638247E-1,-1.994977595E0
1.193175149E2,-1.429730108E-2,-5.026675880E-2,-1.939688662E0
1.193275069E2,5.475430495E-2,1.902812612E-1,-1.846316814E0
1.193374979E2,1.126300729E-1,3.616324541E-1,-1.721752995E0
1.193474899E2,9.497903732E-2,6.361381790E-1,-1.638180496E0
1.193574809E2,4.340199058E-2,9.176009211E-1,-1.458248806E0
1.193674719E2,3.288048333E-2,1.085709541E0,-1.220929618E0
1.193774639E2,-2.089491550E-2,1.221190989E0,-9.249184191E-1
1.193874549E2,-7.341226760E-2,1.273185015E0,-6.495104688E-1
1.193974459E2,-1.076317085E-1,1.225474367E0,-3.637517774E-1
1.194074379E2,-1.537292746E-1,1.214067326E0,7.407077372E-2
1.194174289E2,-6.324744964E-2,1.029763381E0,5.951553369E-1
1.194274199E2,-2.826578764E-2,8.407269922E-1,1.046541674E0
1.194374119E2,9.246220384E-3,8.348636967E-1,1.442494068E0
1.194474029E2,-8.174224757E-4,8.435240078E-1,1.757621570E0
1.194573939E2,5.370241826E-2,7.893665117E-1,1.937822231E0
1.194673851E2,4.435792811E-2,8.101136023E-1,2.075648121E0
1.194773761E2,1.287666522E-2,8.570699599E-1,2.204040697E0
1.194873671E2,-1.276323655E-1,9.026680094E-1,2.115676990E0
1.194973591E2,-4.668888774E-1,9.972016990E-1,2.022818527E0
1.195073501E2,-6.857709534E-1,1.007683710E0,2.017646080E0
1.195173411E2,-7.766258673E-1,8.317006454E-1,2.194382266E0
1.195273331E2,-8.227433688E-1,6.967843303E-1,2.367373896E0
1.195373241E2,-8.019594408E-1,5.145190170E-1,2.628176671E0
1.195473151E2,-8.160720612E-1,2.706100175E-1,2.849994305E0
1.195573071E2,-8.238093893E-1,1.100986853E-1,2.959923128E0
1.195672981E2,-8.972129957E-1,-1.022707254E-1,2.874559627E0
1.195772891E2,-9.534740277E-1,-2.487563413E-1,2.642567253E0
1.195872811E2,-9.848982071E-1,-2.174623355E-1,2.398475820E0
1.195972721E2,-1.089852439E0,-1.350250733E-1,2.045075954E0
1.196072631E2,-1.117837652E0,-1.258154163E-1,1.670470574E0
1.196172551E2,-1.104162768E0,-1.566413525E-1,1.354400502E0
1.196272461E2,-1.113811259E0,-1.688228568E-1,1.101147652E0
1.196372371E2,-1.169791551E0,-2.029349282E-1,8.791797441E-1
1.196472291E2,-1.165621463E0,-2.947935167E-1,7.223685300E-1
1.196572201E2,-1.136578416E0,-4.293139753E-1,6.068398279E-1
1.196672121E2,-1.049390584E0,-5.121266288E-1,4.470389324E-1
1.196772031E2,-9.226526231E-1,-6.102008075E-1,2.565974575E-1
1.196871941E2,-7.898867677E-1,-6.795786059E-1,-7.134772539E-3
1.196971861E2,-7.028820992E-1,-6.733358261E-1,-3.637839371E-1
1.197071771E2,-6.332821796E-1,-6.607695749E-1,-7.855143660E-1
1.197171681E2,-5.319842847E-1,-6.212774804E-1,-1.227643391E0
1.197271601E2,-4.175909657E-1,-5.391773102E-1,-1.634127206E0
1.197371511E2,-3.157272796E-1,-3.607468933E-1,-1.972530134E0
1.197471421E2,-2.321037635E-1,-2.392212868E-1,-2.280008308E0
1.197571341E2,-1.615300085E-1,-2.264027283E-1,-2.518310412E0
1.197671251E2,-1.099826364E-1,-1.898131916E-1,-2.696980857E0
1.197771161E2,-6.747803807E-2,-1.797755688E-1,-2.794738117E0
1.197871081E2,-3.574719043E-2,-1.798650312E-1,-2.912983435E0
1.197970991E2,-3.300607055E-2,-1.406693906E-1,-3.010232572E0
1.198070901E2,8.402257031E-2,-1.837186387E-1,-3.119502999E0
1.198170821E2,1.194158763E-1,-1.694947019E-1,-3.211809484E0
1.198270731E2,1.549904094E-1,-1.316731569E-1,-3.300745050E0
1.198370641E2,2.279044760E-1,-1.357378489E-1,-3.372031964E0
1.198470561E2,1.903356403E-1,-1.787786186E-2,-3.266407861E0
1.198570471E2,1.614562239E-1,1.558791679E-1,-3.029113231E0
1.198670381E2,2.626204734E-1,1.494007453E-1,-2.558291919E0
1.198770301E2,1.019345927E-1,2.257706442E-1,-2.032008011E0
1.198870211E2,1.933949401E-1,2.511311880E-1,-1.404525758E0
1.198970121E2,2.483300062E-1,7.197279274E-2,-7.624435920E-1
1.199070041E2,1.483883182E-1,1.154336849E-1,-2.354515868E-1
1.199169951E2,2.265466246E-1,1.880821234E-1,2.985015285E-1
1.199269861E2,3.980563318E-1,1.122080684E-1,6.941276479E-1
1.199369781E2,5.920181229E-1,5.630956382E-2,1.007741890E0
1.199469691E2,7.041603005E-1,6.752423108E-2,1.189411372E0
1.199569601E2,6.446990874E-1,1.501322320E-1,1.297105390E0
1.199669521E2,5.864988264E-1,2.908440149E-1,1.414613959E0
1.199769431E2,6.064663005E-1,3.873552328E-1,1.533017153E0
1.199869341E2,5.983587340E-1,4.448032495E-1,1.701782999E0
1.199969261E2,5.364845577E-1,5.430309176E-1,1.842418476E0
1.200069171E2,5.324685804E-1,6.551884076E-1,1.997603579E0
1.200169081E2,6.989958934E-1,5.781112880E-1,2.283138322E0
1.200269001E2,9.255037985E-1,4.962224945E-1,2.414816449E0
1.200368911E2,1.135538635E0,4.238184696E-1,2.439915622E0
1.200468821E2,1.248760026E0,3.001247156E-1,2.337623262E0
1.200568741E2,1.250064978E0,2.511446366E-1,2.207330925E0
1.200668651E2,1.293585805E0,1.517381698E-2,2.078586931E0
1.200768571E2,1.122830443E0,-2.153535372E-1,1.873179508E0
1.200868481E2,9.860631917E-1,-3.976863858E-1,1.699574506E0
1.200968391E2,7.246834427E-1,-6.046091151E-1,1.454764450E0
1.201068311E2,5.099929067E-1,-7.566212270E-1,1.301804797E0
1.201168221E2,3.664461013E-1,-8.826813492E-1,1.231857480E0
1.201268131E2,2.881808640E-1,-9.855859128E-1,1.171289681E0
1.201368051E2,2.956656289E-1,-1.017786237E0,1.170970423E0
1.201467961E2,3.922060464E-1,-1.068293024E0,1.242452050E0
1.201567871E2,5.372614334E-1,-1.088813827E0,1.328288006E0
1.201667791E2,5.855312950E-1,-1.042273207E0,1.206006355E0
1.201767701E2,6.189656375E-1,-9.931796917E-1,9.135186875E-1
1.201867611E2,6.288196577E-1,-9.516893113E-1,5.076891768E-1
1.201967531E2,5.831944552E-1,-8.697765443E-1,-2.226619720E-3
1.202067441E2,5.059785373E-1,-7.543533844E-1,-5.353032374E-1
1.202167351E2,4.392015073E-1,-6.958446828E-1,-1.047357361E0
1.202267271E2,3.532309188E-1,-5.831916413E-1,-1.499996756E0
1.202367181E2,3.174425603E-1,-5.845332849E-1,-1.869979911E0
1.202467091E2,3.006817359E-1,-6.119573110E-1,-2.243870761E0
1.202567011E2,2.419851194E-1,-6.064205825E-1,-2.573776515E0
1.202666921E2,2.081296312E-1,-6.149750590E-1,-2.908148957E0
1.202766831E2,1.458232361E-1,-6.182228950E-1,-3.213053772E0
1.202866751E2,4.612656467E-2,-6.344530115E-1,-3.396003794E0
1.202966661E2,-1.095726004E-1,-6.123248085E-1,-3.484304352E0
1.203066571E2,-2.238183503E-1,-5.922320214E-1,-3.419009664E0
1.203166491E2,-3.270587085E-1,-5.821271557E-1,-3.263359707E0
1.203266401E2,-3.898951537E-1,-5.639680427E-1,-3.037715070E0
1.203366311E2,-3.721110300E-1,-5.082747754E-1,-2.847704535E0
1.203466231E2,-3.772254433E-1,-4.294323814E-1,-2.611108063E0
1.203566141E2,-3.167091368E-1,-2.738280326E-1,-2.363240499E0
1.203666051E2,-2.414843420E-1,-5.418030024E-2,-2.104313511E0
1.203765971E2,-6.166546717E-2,1.721408594E-1,-1.712733080E0
1.203865881E2,9.374347497E-2,4.458534095E-1,-1.296075110E0
1.203965791E2,2.883243400E-1,7.674736592E-1,-8.954730105E-1
1.204065711E2,4.535887641E-1,1.028552130E0,-3.942473459E-1
1.204165621E2,5.799908754E-1,1.214466106E0,1.844738066E-2
1.204265531E2,6.172646825E-1,1.351071390E0,2.735485357E-1
1.204365451E2,6.139738695E-1,1.453802876E0,5.392080081E-1
1.204465361E2,6.388531874E-1,1.482913239E0,7.726002055E-1
1.204565271E2,5.920067209E-1,1.477632911E0,8.901912206E-1
1.204665194E2,6.147878750E-1,1.462548848E0,9.808125383E-1
1.204765104E2,6.418131211E-1,1.389546361E0,1.010616381E0
1.204865014E2,6.294214824E-1,1.328013187E0,1.046221831E0
1.204964934E2,6.002651455E-1,1.289920331E0,1.139141690E0
1.205064844E2,5.858812874E-1,1.219529503E0,1.264288477E0
1.205164754E2,6.642336848E-1,1.075195662E0,1.540683437E0
1.205264674E2,7.771918047E-1,9.274990878E-1,1.758567064E0
1.205364584E2,7.081543873E-1,9.097238445E-1,1.930274060E0
1.205464504E2,5.848357321E-1,9.256993148E-1,1.968072801E0
1.205564414E2,2.214137011E-1,9.141928715E-1,1.928083693E0
1.205664324E2,-1.191657616E-1,8.441748029E-1,1.927749817E0
1.205764244E2,-3.722202998E-1,6.460383922E-1,2.033313695E0
1.205864154E2,-5.405468743E-1,4.753020340E-1,2.269661075E0
1.205964064E2,-5.846515448E-1,3.498199090E-1,2.521358566E0
1.206063984E2,-6.410697207E-1,1.649420598E-1,2.659644631E0
1.206163894E2,-8.105400105E-1,4.206867009E-2,2.610680632E0
1.206263804E2,-1.049121685E0,-2.320409060E-2,2.406832661E0
1.206363714E2,-1.246305657E0,-1.577344894E-1,1.997223510E0
1.206463634E2,-1.477316284E0,-2.199450633E-1,1.652165281E0
1.206563544E2,-1.615449445E0,-1.934507445E-1,1.445053979E0
1.206663454E2,-1.685026048E0,-2.350127533E-1,1.361511886E0
1.206763374E2,-1.723674244E0,-3.296645567E-1,1.421924733E0
1.206863284E2,-1.776222878E0,-4.235915977E-1,1.530605761E0
1.206963204E2,-1.757758979E0,-5.439781666E-1,1.646105227E0
1.207063114E2,-1.764226584E0,-7.253035399E-1,1.759896137E0
1.207163024E2,-1.706461502E0,-8.666254798E-1,1.756053346E0
1.207262944E2,-1.564098612E0,-1.001260251E0,1.690217791E0
1.207362854E2,-1.479360032E0,-1.173274811E0,1.441968988E0
1.207462764E2,-1.332046596E0,-1.172444799E0,9.695502162E-1
1.207562684E2,-1.278582872E0,-1.161590320E0,3.406453353E-1
1.207662594E2,-1.239461491E0,-9.808052292E-1,-3.872154844E-1
1.207762504E2,-1.175551278E0,-8.272450671E-1,-1.027233583E0
1.207862424E2,-9.967902743E-1,-7.614942965E-1,-1.613309364E0
1.207962334E2,-8.632136294E-1,-7.171516442E-1,-2.107065795E0
1.208062244E2,-7.655347956E-1,-6.220452198E-1,-2.489280156E0
1.208162164E2,-5.954853391E-1,-6.086460328E-1,-2.730622813E0
1.208262074E2,-4.941859093E-1,-6.738573977E-1,-2.962937368E0
1.208361984E2,-4.836243395E-1,-6.281380185E-1,-3.166708156E0
