"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.807447513E1,5.294057723E-1,4.447392225E-3,-1.952955410E0
2.808446713E1,6.410094213E-1,6.719474047E-2,-1.614812683E0
2.809445913E1,7.366709657E-1,1.546462825E-1,-1.263638851E0
2.810445013E1,7.426101288E-1,2.018189871E-1,-1.036342376E0
2.811444212E1,6.637915622E-1,2.758821595E-1,-8.489332670E-1
2.812443412E1,5.572815689E-1,4.223335692E-1,-6.701411998E-1
2.813442613E1,4.605130369E-1,5.402303937E-1,-5.605801660E-1
2.814441813E1,4.031240771E-1,6.649550119E-1,-3.934679121E-1
2.815440913E1,3.472458185E-1,8.257180667E-1,-1.549418592E-1
2.816440113E1,3.092179399E-1,9.923879787E-1,1.023063934E-1
2.817439312E1,3.096050256E-1,1.102076190E0,3.985368633E-1
2.818438513E1,1.968056941E-1,1.183274719E0,6.714199859E-1
2.819437713E1,1.804735802E-1,1.266963870E0,8.776939666E-1
2.820436813E1,3.570927490E-2,1.228958138E0,1.073404368E0
2.821436013E1,-9.677405030E-2,1.213167440E0,1.233948444E0
2.822435213E1,-1.424175253E-1,1.004258704E0,1.347076864E0
2.823434412E1,-2.031069826E-1,1.084722238E0,1.438594560E0
2.824433613E1,-4.228423866E-1,1.086397173E0,1.440580859E0
2.825432713E1,-7.160205004E-1,1.072199549E0,1.221758169E0
2.826431913E1,-1.280080929E0,1.211974900E0,8.944345450E-1
2.827431113E1,-1.872224658E0,1.431923179E0,6.597857809E-1
2.828430312E1,-2.213797215E0,1.465583261E0,7.251342630E-1
2.829429513E1,-2.338538352E0,1.386618952E0,9.833677715E-1
2.830428612E1,-2.302839054E0,1.365073132E0,1.298014632E0
2.831427813E1,-2.081374445E0,1.257923490E0,1.801355234E0
2.832427013E1,-1.635843363E0,9.679717603E-1,2.308430454E0
2.833426213E1,-1.439698222E0,7.478922111E-1,2.604111285E0
2.834425412E1,-1.417077976E0,6.153101045E-1,2.725583097E0
2.835424512E1,-1.331238657E0,2.956132963E-1,2.640336540E0
2.836423713E1,-1.360100368E0,-7.581382871E-2,2.405785425E0
2.837422525E1,-1.443305662E0,-2.943877199E-1,2.216853116E0
2.838421725E1,-1.504151203E0,-4.192494553E-1,2.074382198E0
2.839420925E1,-1.536775889E0,-5.421131971E-1,1.948464748E0
2.840420025E1,-1.491274757E0,-6.657572499E-1,1.816343402E0
2.841419225E1,-1.405607785E0,-7.798902217E-1,1.726607938E0
2.842418425E1,-1.263210835E0,-9.032644254E-1,1.633967577E0
2.843417625E1,-1.108371010E0,-1.038499121E0,1.422124708E0
2.844416825E1,-9.478292719E-1,-1.160526127E0,1.137576390E0
2.845415925E1,-7.603563552E-1,-1.253128773E0,7.500504184E-1
2.846415125E1,-5.976988757E-1,-1.337410832E0,2.555525601E-1
2.847414325E1,-4.856540908E-1,-1.336013055E0,-2.697297192E-1
2.848413525E1,-4.541859841E-1,-1.308344031E0,-8.095095849E-1
2.849412725E1,-4.903284281E-1,-1.275343515E0,-1.349149702E0
2.850411825E1,-4.731530361E-1,-1.265540366E0,-1.796921875E0
2.851411025E1,-4.697547074E-1,-1.247742026E0,-2.167699082E0
2.852410225E1,-4.203145988E-1,-1.254620983E0,-2.489471360E0
2.853409425E1,-3.396299663E-1,-1.298764537E0,-2.675502865E0
2.854408625E1,-2.820093106E-1,-1.310658066E0,-2.816182780E0
2.855407725E1,-2.640632556E-1,-1.291761912E0,-2.942750441E0
2.856406925E1,-1.932691884E-1,-1.326684992E0,-2.983176920E0
2.857406125E1,-1.905878746E-1,-1.328238012E0,-2.989098980E0
2.858405325E1,-1.326609709E-1,-1.287789606E0,-2.938587223E0
2.859404425E1,-6.797505140E-2,-1.183721154E0,-2.854770895E0
2.860403625E1,-5.853435628E-2,-1.107742434E0,-2.736916171E0
2.861402825E1,-9.991027750E-2,-1.081139357E0,-2.567583144E0
2.862402025E1,-1.241710331E-1,-1.002865897E0,-2.249184710E0
2.863401225E1,-1.386817758E-1,-8.800831389E-1,-1.817137454E0
2.864400325E1,-1.102328058E-2,-7.242422703E-1,-1.274566128E0
2.865399525E1,1.325720932E-1,-5.428815213E-1,-8.237358606E-1
2.866398725E1,2.397338683E-1,-2.646598908E-1,-4.945095527E-1
2.867397925E1,3.230472993E-1,7.469817996E-3,-2.547257638E-1
2.868397125E1,3.633430936E-1,1.957627335E-1,-1.873243243E-1
2.869396225E1,3.101646772E-1,3.506148380E-1,-1.502406979E-1
2.870395425E1,2.332744492E-1,5.128411585E-1,-8.164642632E-2
2.871394625E1,1.907277692E-1,5.863190246E-1,-6.531339884E-3
2.872393825E1,1.623489659E-1,5.956909418E-1,1.982849300E-1
2.873393025E1,1.166564839E-1,6.289665690E-1,4.335418046E-1
2.874392125E1,1.050379933E-1,6.558339402E-1,6.455273455E-1
2.875391325E1,1.240556602E-1,6.133264366E-1,8.836055017E-1
2.876390525E1,1.669280118E-1,6.207757893E-1,1.076001701E0
2.877389725E1,1.801560947E-1,6.579289976E-1,1.160094017E0
2.878388925E1,1.861543329E-1,7.337434110E-1,1.202057730E0
2.879388025E1,1.963992760E-1,8.709445256E-1,1.240786763E0
2.880387225E1,4.595975000E-2,1.107674021E0,1.218649204E0
2.881386425E1,-7.780527159E-2,1.390214990E0,1.195931602E0
2.882385625E1,-2.381533477E-2,1.545044583E0,1.308029743E0
2.883384825E1,3.599735259E-1,1.410310993E0,1.759855206E0
2.884383925E1,8.217592093E-1,1.054524293E0,2.404397296E0
2.885383125E1,1.010520925E0,7.823197398E-1,2.846441537E0
2.886382325E1,1.160859418E0,4.402547005E-1,2.977984008E0
2.887381525E1,1.019640535E0,-2.023662865E-1,2.936990349E0
2.888380725E1,7.060124061E-1,-3.797050282E-1,2.732744182E0
2.889379825E1,5.977925773E-1,-6.202644503E-1,2.523380533E0
2.890379025E1,6.543278436E-1,-9.546456635E-1,2.191479124E0
2.891378225E1,7.215334015E-1,-9.241205665E-1,1.838371618E0
2.892377425E1,7.562284403E-1,-8.381548020E-1,1.443591591E0
2.893376525E1,7.167810038E-1,-7.480202651E-1,1.003609078E0
2.894375725E1,5.849362312E-1,-4.719767225E-1,5.642428619E-1
2.895374925E1,5.568181040E-1,-2.746352407E-1,2.087993932E-1
2.896374125E1,5.858858921E-1,-1.557470208E-1,-2.792922556E-2
2.897373325E1,6.607972761E-1,5.774008512E-2,-2.961819381E-1
2.898372425E1,7.358240696E-1,2.040233874E-1,-5.395407146E-1
2.899371625E1,7.918728476E-1,2.353232405E-1,-8.323148954E-1
2.900370825E1,7.929770943E-1,1.982814217E-1,-1.140083676E0
2.901370025E1,7.202968615E-1,1.233180705E-1,-1.476735363E0
2.902369225E1,6.251814470E-1,-6.820192337E-2,-1.751037020E0
2.903368325E1,5.564428589E-1,-1.758614427E-1,-2.000875681E0
2.904367525E1,4.812027152E-1,-2.670660201E-1,-2.171126136E0
2.905366725E1,4.329244848E-1,-3.330384001E-1,-2.267136247E0
2.906365925E1,4.450825272E-1,-3.315692872E-1,-2.298591344E0
2.907365125E1,3.832663480E-1,-2.965941668E-1,-2.376625945E0
2.908364225E1,3.394471312E-1,-2.673136497E-1,-2.400983691E0
2.909363425E1,3.122011162E-1,-2.629130352E-1,-2.357640036E0
2.910362625E1,2.884908578E-1,-2.914819461E-1,-2.293123028E0
2.911361825E1,2.823220087E-1,-2.697864372E-1,-2.111120254E0
2.912361025E1,3.317529994E-1,-2.952896529E-1,-1.909963757E0
2.913360125E1,3.531699982E-1,-3.128424096E-1,-1.726717281E0
2.914359325E1,4.033986039E-1,-3.406166840E-1,-1.538112416E0
2.915358525E1,4.023205966E-1,-3.170237535E-1,-1.373803902E0
2.916357725E1,4.143241263E-1,-2.925724518E-1,-1.235462873E0
2.917356925E1,4.189726262E-1,-2.609980720E-1,-1.086520257E0
2.918356025E1,4.570704522E-1,-1.612860882E-1,-9.460999578E-1
2.919355225E1,4.282070974E-1,2.826193213E-2,-7.967924756E-1
2.920354425E1,3.882039927E-1,1.843004367E-1,-6.489912361E-1
2.921353625E1,3.382744721E-1,3.455049562E-1,-5.404563886E-1
2.922352725E1,1.822566886E-1,5.723073417E-1,-4.581311005E-1
2.923351925E1,-3.247307857E-2,8.178249103E-1,-3.458522809E-1
2.924351125E1,-2.051597572E-1,8.972792155E-1,-2.845769691E-1
2.925350325E1,-3.479271653E-1,9.365654880E-1,-1.951455599E-1
2.926349525E1,-5.269274299E-1,9.520553470E-1,-5.993337572E-2
2.927348625E1,-6.780661505E-1,9.231715634E-1,1.032173896E-1
2.928347825E1,-7.577066895E-1,8.444399741E-1,3.011433005E-1
2.929347025E1,-8.478552597E-1,7.501863661E-1,5.644445908E-1
2.930346225E1,-9.057536582E-1,7.540768111E-1,8.799819821E-1
2.931345425E1,-9.614388125E-1,7.995093843E-1,1.128262360E0
2.932344525E1,-1.043130409E0,8.466917369E-1,1.315691350E0
2.933343725E1,-1.258735376E0,9.917824996E-1,1.381947320E0
2.934342925E1,-1.547780203E0,1.201030082E0,1.464753249E0
2.935342125E1,-1.720736456E0,1.309254150E0,1.715005308E0
2.936341325E1,-1.613536674E0,1.205892042E0,2.213909628E0
2.937340800E1,-1.381958429E0,1.025318035E0,2.761031258E0
2.938340000E1,-1.128477391E0,7.634715325E-1,3.128565599E0
2.939339200E1,-1.181149549E0,5.594797200E-1,3.254746174E0
2.940338400E1,-1.371151167E0,5.422976768E-1,3.092213459E0
2.941337600E1,-1.582947696E0,3.164252910E-1,2.922824884E0
2.942336700E1,-1.646161214E0,1.473410636E-2,2.750846577E0
2.943335900E1,-1.689992673E0,-1.695145825E-1,2.563637443E0
2.944335100E1,-1.763708960E0,-2.123653176E-1,2.424518149E0
2.945334300E1,-1.677587513E0,-2.982351878E-1,2.408942336E0
2.946333400E1,-1.503197084E0,-4.861737621E-1,2.383751362E0
2.947332600E1,-1.429180543E0,-6.016100782E-1,2.248982981E0
2.948331800E1,-1.398831301E0,-7.117023316E-1,1.993128705E0
2.949331000E1,-1.326373335E0,-8.701358557E-1,1.677760298E0
2.950330200E1,-1.210308444E0,-1.014041095E0,1.324905977E0
2.951329300E1,-1.091235744E0,-1.076374168E0,9.302031326E-1
2.952328500E1,-9.610394476E-1,-1.124965700E0,5.272294021E-1
2.953327700E1,-8.166423109E-1,-1.164844880E0,1.157409561E-1
2.954326900E1,-7.187844792E-1,-1.198581560E0,-2.939208198E-1
2.955326100E1,-6.801294136E-1,-1.163470784E0,-6.932850641E-1
2.956325200E1,-6.698189452E-1,-1.095066255E0,-1.105114403E0
2.957324400E1,-6.868404092E-1,-1.042716718E0,-1.453450581E0
2.958323600E1,-6.751074594E-1,-1.006117241E0,-1.745511986E0
2.959322800E1,-6.378990680E-1,-1.003409103E0,-2.004419678E0
2.960322000E1,-5.575815311E-1,-1.017040717E0,-2.185951166E0
2.961321100E1,-4.382994281E-1,-1.089859017E0,-2.313613425E0
2.962320300E1,-3.638341135E-1,-1.156524292E0,-2.396917537E0
2.963319500E1,-2.605517102E-1,-1.239461784E0,-2.394735357E0
2.964318700E1,-2.328222401E-1,-1.315249885E0,-2.360370101E0
2.965317900E1,-2.128668626E-1,-1.308846891E0,-2.304897566E0
2.966317000E1,-1.979490075E-1,-1.281771359E0,-2.250333688E0
2.967316200E1,-2.599541248E-1,-1.252156089E0,-2.171423759E0
2.968315400E1,-3.044402531E-1,-1.139899781E0,-2.070315460E0
2.969314600E1,-2.508192390E-1,-9.990812865E-1,-1.931409005E0
2.970313700E1,-1.676987296E-1,-9.280574968E-1,-1.820775007E0
2.971312900E1,-9.401643030E-2,-7.443233630E-1,-1.652316724E0
2.972312100E1,5.143108562E-2,-6.108287984E-1,-1.428901631E0
2.973311300E1,2.229101864E-1,-5.648436633E-1,-1.196380668E0
2.974310500E1,4.071801444E-1,-4.836884031E-1,-9.382196653E-1
2.975309600E1,5.940231697E-1,-5.049807465E-1,-7.772235990E-1
2.976308800E1,6.686818810E-1,-5.301547641E-1,-7.025014454E-1
2.977308000E1,6.540087318E-1,-4.784744409E-1,-6.798487473E-1
2.978307200E1,6.963879622E-1,-3.879227051E-1,-6.359987229E-1
2.979306400E1,8.080768709E-1,-2.948148590E-1,-5.866125548E-1
2.980305500E1,9.573707584E-1,-1.051124722E-1,-4.388282722E-1
2.981304700E1,1.072678582E0,1.541393289E-1,-3.195719701E-1
2.982303900E1,1.118408925E0,3.951676977E-1,-2.336284250E-1
2.983303100E1,1.092352928E0,6.757188588E-1,-1.535186470E-1
2.984302300E1,1.117381276E0,8.722516707E-1,-1.220313907E-1
2.985301400E1,1.033012825E0,9.860013574E-1,-1.598079121E-1
2.986300600E1,8.811945485E-1,1.168217846E0,-2.217357731E-1
2.987299800E1,7.376045468E-1,1.292870252E0,-1.685044760E-1
2.988299000E1,5.152959658E-1,1.378812920E0,-1.046955657E-1
2.989298200E1,3.791967225E-1,1.458614842E0,1.722414315E-1
2.990297300E1,4.643789236E-1,1.372415189E0,5.805139089E-1
2.991296500E1,6.853369439E-1,1.099079491E0,1.218634586E0
2.992295700E1,9.817144713E-1,8.440528885E-1,2.104535705E0
2.993294900E1,1.348610735E0,5.554176593E-1,2.948145667E0
2.994294000E1,1.601105348E0,2.801456568E-1,3.589984004E0
2.995293200E1,1.773297662E0,2.419285476E-3,3.943467486E0
2.996292400E1,1.880707944E0,-4.879001525E-1,3.958189021E0
2.997291600E1,1.880507239E0,-7.794873485E-1,3.757533630E0
2.998290800E1,1.668563213E0,-8.292711273E-1,3.475197898E0
2.999289900E1,1.565860232E0,-7.681001884E-1,2.996075878E0
3.000289100E1,1.413294974E0,-7.615890214E-1,2.357800834E0
3.001288300E1,1.071347025E0,-5.898539588E-1,1.741141777E0
3.002287500E1,1.066745266E0,-3.112534288E-1,1.341141356E0
3.003286700E1,9.849327788E-1,-2.914585572E-1,9.749542129E-1
3.004285800E1,8.146824704E-1,-2.512478399E-1,5.838210940E-1
3.005285000E1,7.645159914E-1,-1.254365167E-1,2.552292091E-1
3.006284200E1,7.400442975E-1,-1.610255948E-1,-4.361905932E-2
3.007283400E1,6.760077844E-1,-2.789759213E-1,-3.341046399E-1
3.008282600E1,6.464643618E-1,-4.137524879E-1,-5.757045740E-1
3.009281700E1,6.278669270E-1,-6.087667778E-1,-7.832286894E-1
3.010280900E1,5.270825639E-1,-7.966158897E-1,-9.956668049E-1
3.011280100E1,4.176388032E-1,-9.256113142E-1,-1.200880685E0
3.012279300E1,3.352471127E-1,-1.034331518E0,-1.337308506E0
3.013278400E1,2.870424659E-1,-1.092443486E0,-1.480093419E0
3.014277600E1,2.017611728E-1,-1.020083608E0,-1.682880705E0
3.015276800E1,1.227120431E-1,-9.352267680E-1,-1.889082180E0
3.016276000E1,6.484688239E-2,-8.444955227E-1,-2.122522325E0
3.017275200E1,1.756050423E-2,-7.554359964E-1,-2.341360218E0
3.018274300E1,9.731356557E-3,-6.457510015E-1,-2.486104533E0
3.019273500E1,4.103323784E-2,-5.454540038E-1,-2.573984091E0
3.020272700E1,7.857453676E-2,-4.691057396E-1,-2.591247411E0
3.021271900E1,1.256239748E-1,-4.187103420E-1,-2.511625291E0
3.022271100E1,1.661144083E-1,-3.914906761E-1,-2.367661579E0
3.023270200E1,1.590345265E-1,-3.944496596E-1,-2.238527575E0
3.024269400E1,1.964424906E-1,-4.579618236E-1,-2.058147404E0
3.025268600E1,2.402395063E-1,-4.612406498E-1,-1.840202381E0
3.026267800E1,3.242113703E-1,-3.853797510E-1,-1.655825638E0
3.027267000E1,3.459666670E-1,-2.033819479E-1,-1.521226827E0
3.028266100E1,2.818742216E-1,1.180523604E-2,-1.429054243E0
3.029265300E1,1.742696844E-1,2.412280512E-1,-1.363561919E0
3.030264500E1,4.448017146E-2,4.861544663E-1,-1.195197192E0
3.031263700E1,-7.720652584E-2,7.162131661E-1,-1.005018842E0
3.032262800E1,-1.561398076E-1,8.590097737E-1,-7.351856267E-1
3.033262000E1,-1.695705330E-1,9.299288982E-1,-3.753152311E-1
3.034261200E1,-1.457509499E-1,9.394671687E-1,1.399180233E-2
3.035260400E1,-1.231814649E-1,9.273938379E-1,3.699545038E-1
3.036259600E1,-1.843267126E-1,1.004204617E0,7.138608313E-1
3.037258700E1,-2.410214617E-1,1.088121225E0,1.014384912E0
3.038257475E1,-2.219289139E-1,1.077903508E0,1.314858706E0
3.039256675E1,-2.885805577E-1,1.143322156E0,1.597592633E0
3.040255875E1,-2.679563317E-1,1.250199318E0,1.815621271E0
3.041255075E1,-2.757849495E-1,1.343288453E0,1.842778664E0
3.042254175E1,-3.534413455E-1,1.540142862E0,1.680455865E0
3.043253375E1,-5.312963964E-1,1.737522643E0,1.468315957E0
3.044252575E1,-7.737700141E-1,1.864394066E0,1.249687394E0
3.045251775E1,-1.105662433E0,1.983184345E0,1.090954201E0
3.046250875E1,-1.356769063E0,1.952489387E0,1.152755177E0
3.047250075E1,-1.516386648E0,1.730084400E0,1.442522135E0
3.048249275E1,-1.528488776E0,1.483487728E0,1.828708509E0
3.049248475E1,-1.402693241E0,1.091172302E0,2.256322407E0
3.050247675E1,-1.252312502E0,5.256067997E-1,2.667993286E0
3.051246775E1,-1.109615370E0,-1.553809851E-2,2.890561118E0
3.052245975E1,-1.005268883E0,-4.958538276E-1,2.943208278E0
3.053245175E1,-1.020425524E0,-8.189285722E-1,2.863324202E0
3.054244375E1,-9.928444270E-1,-1.046242004E0,2.717873544E0
3.055243575E1,-9.573320936E-1,-1.174875194E0,2.538520144E0
3.056242675E1,-1.015641917E0,-1.161311408E0,2.277159544E0
3.057241875E1,-1.035632012E0,-1.078343511E0,2.070886733E0
3.058241075E1,-1.031425379E0,-1.008775970E0,1.914562007E0
3.059240275E1,-1.006122796E0,-9.733555841E-1,1.849326376E0
3.060239475E1,-8.853144235E-1,-9.606127471E-1,1.842065304E0
3.061238575E1,-6.914923078E-1,-1.040022906E0,1.792555175E0
3.062237775E1,-4.669871472E-1,-1.126931826E0,1.589231114E0
3.063236975E1,-3.058961001E-1,-1.191713128E0,1.159185945E0
3.064236175E1,-2.172186528E-1,-1.211920521E0,5.373953712E-1
3.065235275E1,-1.936821480E-1,-1.182933534E0,-1.409260833E-1
3.066234475E1,-1.574804279E-1,-1.105223161E0,-8.095703959E-1
3.067233675E1,2.255797327E-2,-1.152849610E0,-1.410003430E0
3.068232875E1,1.418978906E-1,-1.200301811E0,-1.878931414E0
3.069232075E1,2.483058134E-1,-1.136147038E0,-2.312625831E0
3.070231175E1,3.538187467E-1,-1.147779781E0,-2.673316591E0
3.071230375E1,5.030267532E-1,-1.175702282E0,-3.004950782E0
3.072229575E1,5.945425487E-1,-1.168616042E0,-3.234396694E0
3.073228775E1,6.222122309E-1,-1.144227305E0,-3.401810079E0
3.074227975E1,6.396270664E-1,-1.091070853E0,-3.443943361E0
3.075227075E1,6.233378199E-1,-1.042495693E0,-3.473280011E0
3.076226275E1,5.990964333E-1,-9.639465371E-1,-3.433372180E0
3.077225475E1,6.097313491E-1,-8.370201498E-1,-3.264252577E0
3.078224675E1,5.724047709E-1,-6.943056956E-1,-3.056993340E0
3.079223875E1,5.502418502E-1,-4.935798454E-1,-2.750308049E0
3.080222975E1,5.788800506E-1,-3.567731255E-1,-2.388929656E0
3.081222175E1,6.012693317E-1,-2.769790971E-1,-2.009119670E0
3.082221375E1,6.044186421E-1,-1.285431424E-1,-1.594342166E0
3.083220575E1,6.656128237E-1,-2.426448315E-2,-1.133795580E0
3.084219675E1,7.238793775E-1,4.092612416E-2,-7.294272888E-1
3.085218875E1,7.691904017E-1,1.487563822E-1,-3.723822677E-1
3.086218075E1,8.165350145E-1,2.030732149E-1,-1.199363333E-1
3.087217275E1,7.755780463E-1,3.416835085E-1,-2.413730621E-3
3.088216475E1,6.979283381E-1,5.761934012E-1,1.006071925E-1
3.089215575E1,5.749610274E-1,7.858760163E-1,1.276184052E-1
3.090214775E1,4.317666630E-1,9.690520334E-1,9.677551210E-2
3.091213975E1,2.214489306E-1,1.138640876E0,9.625744879E-2
3.092213175E1,7.718006719E-2,1.208897510E0,1.294327962E-1
3.093212375E1,6.506745033E-3,1.233743499E0,2.124433780E-1
3.094211475E1,-7.489910491E-2,1.258803496E0,3.643300670E-1
3.095210675E1,-3.268630095E-2,1.228008258E0,5.877094924E-1
3.096209875E1,7.766180467E-2,1.095931058E0,8.276967645E-1
3.097209075E1,1.371828420E-1,9.946985060E-1,1.037097251E0
3.098208175E1,2.283392164E-1,9.829543734E-1,1.345805095E0
3.099207375E1,3.663361005E-1,9.813785487E-1,1.743990541E0
3.100206575E1,4.998827785E-1,1.046353979E0,2.261735759E0
3.101205775E1,7.428444560E-1,9.914316666E-1,2.915607666E0
3.102204975E1,1.015655073E0,7.604160699E-1,3.510707454E0
3.103204075E1,1.158996130E0,5.278842902E-1,3.906175114E0
3.104203275E1,1.210123525E0,2.077971804E-1,4.075416924E0
3.105202475E1,1.205562624E0,-1.884598535E-1,4.064024209E0
3.106201675E1,1.152909032E0,-5.884439027E-1,3.883324195E0
3.107200875E1,1.134813946E0,-8.916398683E-1,3.649435569E0
3.108199975E1,1.134126021E0,-1.100313254E0,3.311611515E0
3.109199175E1,1.047615077E0,-1.263651715E0,2.794821147E0
3.110198375E1,9.777130754E-1,-1.211301886E0,2.220411147E0
3.111197575E1,7.701559963E-1,-1.029988207E0,1.609993408E0
3.112196675E1,6.568884125E-1,-8.610902131E-1,1.033442742E0
3.113195875E1,6.071163281E-1,-7.798718029E-1,4.466383982E-1
3.114195075E1,5.737680858E-1,-7.191060761E-1,-1.038781250E-1
3.115194275E1,5.908369123E-1,-5.737530658E-1,-5.995898652E-1
3.116193475E1,5.359408763E-1,-4.274171385E-1,-1.123767021E0
3.117192575E1,4.327924108E-1,-3.623472762E-1,-1.600026244E0
3.118191775E1,3.622171026E-1,-3.291292441E-1,-1.945835255E0
3.119190975E1,2.974050659E-1,-3.588722759E-1,-2.135576234E0
3.120190175E1,2.463425194E-1,-4.236389601E-1,-2.236738912E0
3.121189275E1,1.510232015E-1,-5.208840036E-1,-2.295622128E0
3.122188475E1,5.608753407E-2,-6.105355605E-1,-2.283557568E0
3.123187675E1,-1.694230735E-3,-6.563742229E-1,-2.240438445E0
3.124186875E1,-5.148877205E-2,-6.913829648E-1,-2.214525924E0
3.125186075E1,-6.658246391E-2,-7.092479628E-1,-2.181705503E0
3.126185175E1,-4.722119998E-2,-6.883868515E-1,-2.151680635E0
3.127184375E1,-1.694994528E-2,-6.483889729E-1,-2.140939885E0
3.128183575E1,5.740957126E-2,-5.812524122E-1,-2.133340259E0
3.129182775E1,1.032478317E-1,-5.939511028E-1,-2.156561891E0
3.130181975E1,1.913533847E-1,-4.746790132E-1,-2.149400221E0
3.131181075E1,1.832477551E-1,-3.334576455E-1,-2.163942831E0
3.132180275E1,2.066270429E-1,-2.639286965E-1,-2.117439925E0
3.133179475E1,2.478083980E-1,-1.933756077E-1,-2.032511457E0
3.134178675E1,2.481025495E-1,-6.039179742E-2,-1.982876782E0
3.135177775E1,2.479633493E-1,6.043126613E-2,-1.870386293E0
3.136176975E1,2.819012467E-1,1.547348678E-1,-1.763581052E0
3.137176175E1,3.109997692E-1,2.054968858E-1,-1.615205031E0
3.138175375E1,3.227388586E-1,2.435464722E-1,-1.494640707E0
3.139174575E1,2.779364325E-1,2.901976052E-1,-1.393274546E0
3.140173675E1,2.155735021E-1,3.074498150E-1,-1.277876236E0
3.141172875E1,2.005696199E-1,3.507651114E-1,-1.164703377E0
3.142172075E1,1.863350850E-1,4.520482421E-1,-1.015219309E0
3.143171275E1,1.593676533E-1,5.752756807E-1,-8.282031333E-1
3.144170475E1,1.184726656E-1,7.072862220E-1,-6.212748492E-1
3.145169575E1,7.518726300E-2,8.194267550E-1,-3.442916590E-1
3.146168775E1,2.204473391E-3,9.726659051E-1,-1.101112568E-1
3.147167975E1,-8.996284805E-2,1.092811569E0,1.177599996E-1
3.148167175E1,-1.935180240E-1,1.214950256E0,3.712905926E-1
3.149166275E1,-2.841620361E-1,1.306375566E0,5.890742326E-1
3.150165475E1,-4.291357083E-1,1.331926144E0,7.882906240E-1
3.151164675E1,-6.676127907E-1,1.401071808E0,1.086786305E0
3.152163875E1,-8.526459566E-1,1.371937471E0,1.618637931E0
3.153163075E1,-8.913212682E-1,1.200897642E0,2.261811773E0
3.154162175E1,-8.762779172E-1,1.034539387E0,2.947007799E0
3.155161375E1,-8.487691064E-1,8.781979966E-1,3.562005077E0
3.156160575E1,-7.964169382E-1,7.100580946E-1,3.986761440E0
3.157159775E1,-7.721868074E-1,4.486729369E-1,4.197675186E0
3.158158975E1,-8.098588099E-1,1.757939073E-1,4.137538912E0
3.159158075E1,-8.083939362E-1,5.154642195E-2,3.876573585E0
3.160157275E1,-8.666259914E-1,-8.316699475E-2,3.396948119E0
3.161156475E1,-1.015317469E0,-1.433307508E-1,2.727334338E0
3.162155675E1,-1.299901821E0,3.156765550E-2,1.881791287E0
3.163154775E1,-1.570019941E0,1.287852171E-1,1.081161284E0
3.164153975E1,-1.890262733E0,1.385901207E-1,4.785127401E-1
3.165153175E1,-2.176141877E0,1.489987493E-1,-1.292234659E-3
3.166152375E1,-2.366240121E0,1.723402494E-1,-2.312065083E-1
3.167151575E1,-2.516158637E0,1.056767285E-1,-2.900827074E-1
3.168150675E1,-2.503437727E0,3.892813057E-2,-1.199737555E-1
3.169149875E1,-2.217997416E0,-1.233926225E-1,2.581206572E-1
3.170149075E1,-1.811774680E0,-3.527897099E-1,6.757451713E-1
3.171148275E1,-1.474384782E0,-5.108718163E-1,9.403439587E-1
3.172147375E1,-1.199828918E0,-6.108062866E-1,1.000845099E0
3.173146575E1,-9.144631590E-1,-7.303952953E-1,8.510213077E-1
3.174145775E1,-8.129059401E-1,-8.288969055E-1,5.019238222E-1
3.175144975E1,-7.872716736E-1,-8.444335422E-1,2.961614728E-2
3.176144175E1,-7.769198361E-1,-9.013880539E-1,-5.045158929E-1
3.177143275E1,-8.140571838E-1,-9.634775904E-1,-1.086419100E0
3.178142475E1,-8.734235989E-1,-9.153169987E-1,-1.595668314E0
3.179141675E1,-8.598993545E-1,-9.091458473E-1,-2.002358535E0
3.180140875E1,-8.061402000E-1,-9.703512847E-1,-2.275383160E0
3.181140075E1,-7.463331241E-1,-9.718548962E-1,-2.455287952E0
3.182139175E1,-6.606294610E-1,-9.644616768E-1,-2.505826022E0
3.183138375E1,-4.729469948E-1,-9.627256384E-1,-2.500590425E0
3.184137575E1,-2.530036126E-1,-9.195439509E-1,-2.431481014E0
3.185136775E1,-5.922169648E-2,-8.498594660E-1,-2.317300680E0
3.186135875E1,7.633152656E-2,-8.016915652E-1,-2.235620340E0
3.187135075E1,2.003609839E-1,-7.665787429E-1,-2.188526280E0
3.188134275E1,2.104764477E-1,-6.925480226E-1,-2.182818813E0
3.189133475E1,1.616021302E-1,-5.653064704E-1,-2.180044309E0
3.190132675E1,1.216173347E-1,-4.769714141E-1,-2.159207756E0
3.191131775E1,6.424138494E-2,-4.245151654E-1,-2.020302470E0
3.192130975E1,5.357715994E-2,-3.991601765E-1,-1.808454924E0
3.193130175E1,5.565803781E-2,-3.733517361E-1,-1.576069032E0
3.194129375E1,5.984515585E-2,-3.081932884E-1,-1.325121739E0
3.195128575E1,8.561332360E-2,-2.282638970E-1,-1.060783153E0
3.196127675E1,1.032496224E-1,-1.262861171E-1,-8.079372686E-1
3.197126875E1,1.084773986E-1,8.431684971E-4,-5.374801558E-1
3.198126075E1,2.086068371E-1,1.265688300E-2,-2.661740273E-1
3.199125275E1,3.732729448E-1,5.126838684E-3,7.230608404E-2
3.200124375E1,4.833496300E-1,4.041332334E-2,4.394966090E-1
3.201123575E1,5.724182926E-1,1.223509410E-1,8.233470207E-1
